"id";"description";"image_path";"release_date";"title";"tmdb_id"
803;"A horrific Leprechaun goes on a rampage after his precious bag of gold coins is stolen. He uses all of his magical destructive powers to trick, terrorize and kill anyone who is unlucky enough to hinder his relentless search. In a frantic attempt to survive the wrath of the Leprechaun, Tori and her friends scramble to find the only weapon known to kill this Irish monster...a four-leaf clover.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mIpzSHNX9lQlCKnh1cQwIXDFX5d.jpg";"1993-01-08 00:00:00.000000";"Leprechaun";11811
804;"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg";"2004-06-23 00:00:00.000000";"White Chicks";12153
805;"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uYYLz67e5xEQMsY858VSSCDsLU6.jpg";"2003-11-21 00:00:00.000000";"The Cat in the Hat";10588
806;"The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg";"1993-11-30 00:00:00.000000";"Schindler's List";424
807;"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/CQ1bthSN2uXDxovHUwH8mIB9zy.jpg";"2003-07-02 00:00:00.000000";"Sinbad: Legend of the Seven Seas";14411
808;"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg";"1995-05-26 00:00:00.000000";"Casper";8839
809;"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/iBLQATsIkv005fvIhhbM4MvqhYp.jpg";"2004-03-19 00:00:00.000000";"Dawn of the Dead";924
810;"Documentary about the making of American Pie (1999), American Pie 2 (2001) and American Wedding (2003).";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zd6vScAUAp3blRMa2ZCsFY2SUNk.jpg";"2004-01-02 00:00:00.000000";"American Pie: Revealed";63404
811;"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5BrXCJrs22bR5KR6mLHluYo6y4m.jpg";"2004-03-24 00:00:00.000000";"Scooby-Doo 2: Monsters Unleashed";11024
812;"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action, attempting to save a preadolescent prostitute in the process.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg";"1976-02-09 00:00:00.000000";"Taxi Driver";103
813;"A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/uUCr4WTogPnb7LOILL8opxSyxGw.jpg";"1979-10-05 00:00:00.000000";"10";9051
814;"";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/l2UWZATSJRwwwx6XUBHQ6jSt4Ka.jpg";"2004-01-01 00:00:00.000000";"Scandalous Sex";518244
815;"Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xyqsfWcjC9TQZjGn2NLspL5YoJ4.jpg";"2003-11-24 00:00:00.000000";"Honey";10028
816;"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7SC793qtORB6YL4mu0F5o3hfjDQ.jpg";"1994-12-15 00:00:00.000000";"The Return of Jafar";15969
817;"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kzslFL1n01WI5lEcYzFSUi3Quik.jpg";"1997-11-12 00:00:00.000000";"Alien Resurrection";8078
818;"Behind Mortal Kombat 3: Into The Outworld was a piece of promotional material used to promote the upcoming Mortal Kombat 3. It was later included along with Midway Arcade Treasures that shipped with Mortal Kombat 3.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2MBh2G1bcAcPMBqJYz8vkU4sdMG.jpg";"1995-03-06 00:00:00.000000";"Into The Outworld: Mortal Kombat 3";323450
819;"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/enA22EPyzc2WQ1VVyY7zxresQQr.jpg";"2002-07-03 00:00:00.000000";"Men in Black II";608
820;"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jY0hIz8eolynHqWN8vrTo0cypBI.jpg";"2004-01-22 00:00:00.000000";"The Butterfly Effect";1954
821;"A young photographer Thun and his girlfriend Jane discover mysterious shadows in their photographs after fleeing the scene of an accident. As they investigate the phenomenon, they find other photographs contain similar supernatural images, that Thun's best friends are being haunted as well, and Jane discovers that her boyfriend has not told her everything. It soon becomes clear that you can not escape your past.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7Tq7SrB14r3WpjJQOldbDHQk89J.jpg";"2004-09-09 00:00:00.000000";"Shutter";17111
822;"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/l3exwhwyGE0NnHJ3lFQ7eXoBSkH.jpg";"2003-06-13 00:00:00.000000";"A Tale of Two Sisters";4552
823;"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mQJXbHqu3984LXuDuFr9bF5axy6.jpg";"2003-01-24 00:00:00.000000";"Darkness Falls";10727
824;"A dramatization of the relationship between heart surgery pioneers Alfred Blalock and Vivien Thomas.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/AtI5X2UkM08XjGGjB3okULwxpRw.jpg";"2004-05-30 00:00:00.000000";"Something the Lord Made";20544
825;"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/faVET7EulRCnYRwi65jnHqR2di8.jpg";"2004-11-21 00:00:00.000000";"Alexander";1966
826;"Ash is transported back to medieval days, where he is captured by the dreaded Lord Arthur. Aided by the deadly chainsaw that has become his only friend, Ash is sent on a perilous mission to recover the Book of the Dead, a powerful tome that gives its owner the power to summon an army of ghouls.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mOsWtjRGABrPrqqtm0U6WQp4GVw.jpg";"1992-10-31 00:00:00.000000";"Army of Darkness";766
827;"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/4y8WH1lIpXp0qxUWkYmObhuMRIU.jpg";"2004-12-09 00:00:00.000000";"Ocean's Twelve";163
828;"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5j5tdV8tMTy7FBdSNiYxp9Fj1Or.jpg";"1960-06-22 00:00:00.000000";"Psycho";539
829;"A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kVpq68NxChzynK7otaymRSaWR8p.jpg";"2001-07-12 00:00:00.000000";"Shaolin Soccer";11770
830;"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg";"1958-05-28 00:00:00.000000";"Vertigo";426
831;"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kndxR9TRK0kJ5hxzDprRSS80F2W.jpg";"1988-02-26 00:00:00.000000";"Bloodsport";11690
832;"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg";"1998-05-08 00:00:00.000000";"Deep Impact";8656
833;"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg";"2001-08-02 00:00:00.000000";"The Others";1933
834;"Five delinquent teenagers are assigned the task of converting a long-abandoned mental hospital in South Central Los Angeles into a community center. Little do they know that the hospital is the site of centuries of supernatural mayhem and murder. Plagued by terrors beyond belief, the teenagers must fight to survive a battle where the division between the living and the dead is shattered.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wFeHHxnTrSb4NaFRqFDYcqtqbQ1.jpg";"2003-02-20 00:00:00.000000";"Demon Slayer";95993
835;"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vEA305YK7QCjK02NP5OFqYsDEVQ.jpg";"2003-03-21 00:00:00.000000";"Dreamcatcher";6171
836;"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fUnSSQukwTwBSdCbufEE36petLq.jpg";"2003-03-07 00:00:00.000000";"Tears of the Sun";9567
837;"A skeptical news reporter is invited by the CEO of Nexecon Petroleum to document the safety of Colossus, the largest drilling and refining platform ever constructed. As the powerful drill tears through the seabed, a fissure forms, revealing a hidden mirror ocean teeming with prehistoric life. When a team is sent to access the damage, it comes face to face with the most powerful oceanic predator that ever lived: Carcharodon Megalodon.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fLzlNq3fjNQ64TRRLKlNkrDpYLt.jpg";"2004-02-01 00:00:00.000000";"Megalodon";33645
838;"A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/npOnzAbLh6VOIu3naU5QaEcTepo.jpg";"1986-08-02 00:00:00.000000";"Castle in the Sky";10515
839;"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/e8OLh49AJKIATBSAso6EWr1YeWH.jpg";"2004-10-22 00:00:00.000000";"The Grudge";1970
840;"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/aoKzR82lgcle1NmlayZ9wURhwFa.jpg";"2002-01-23 00:00:00.000000";"The Count of Monte Cristo";11362
841;"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg";"2004-06-25 00:00:00.000000";"Spider-Man 2";558
842;"The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/d5uupBAORxnFNbkNQ2G0Bi2cpY8.jpg";"2002-03-01 00:00:00.000000";"We Were Soldiers";10590
843;"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mr1GBm0CXFA2lBKvl4voCYfkfL0.jpg";"2004-05-26 00:00:00.000000";"The Day After Tomorrow";435
844;"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/3d6Nu5c7BSo5BrH2xE1pnj3yNrc.jpg";"2004-07-10 00:00:00.000000";"A Cinderella Story";11247
845;"A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/79vujbsWEbX4dzffBV541QXN6sf.jpg";"1997-07-25 00:00:00.000000";"Perfect Blue";10494
846;"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg";"1946-12-20 00:00:00.000000";"It's a Wonderful Life";1585
847;"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/cN4Tb2WDhwJMlYLU9vKctunx4rg.jpg";"2003-12-25 00:00:00.000000";"Peter Pan";10601
848;"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ywtyEDTM2YO7qod7USNNwhrAfvA.jpg";"1989-07-15 00:00:00.000000";"Dragon Ball Z: Dead Zone";28609
849;"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/afclGGoQslTYFTnyW1LRMtJMiBp.jpg";"2003-12-24 00:00:00.000000";"Cheaper by the Dozen";11007
850;"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg";"1984-05-23 00:00:00.000000";"Once Upon a Time in America";311
851;"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/iihTK9Af8G1ZzBjkIIAV4qQMkzF.jpg";"1993-07-10 00:00:00.000000";"Dragon Ball Z: Bojack Unbound";39105
852;"In Santiago, Chile, the schoolteacher Luisa proposes a debate about sex with the parents of her students with the intention of giving classes about sex education to the youngsters.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ub91ikhfzCWF3bfmWLqwN8I4q1Z.jpg";"2003-03-27 00:00:00.000000";"Sex with Love";20222
853;"Naruto and his friends must get back a jug of stolen holy water from a band of higher class ninjas.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mpFZiRihCsPDdZ1Ef69WIengKh2.jpg";"2003-12-20 00:00:00.000000";"Naruto: The Lost Story - Mission: Protect the Waterfall Village!";410685
854;"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg";"2000-03-31 00:00:00.000000";"The Road to El Dorado";10501
855;"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/e6ErRnIgKmoBtcKpht3amsMfo52.jpg";"1998-08-21 00:00:00.000000";"Blade";36647
856;"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/nF9hly6Dk2pcQFSnuxugI34RpCC.jpg";"2003-05-23 00:00:00.000000";"Bruce Almighty";310
857;"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/362lcwTJlNyAhitTlp2UraECISR.jpg";"1999-12-17 00:00:00.000000";"Stuart Little";10137
858;"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg";"2003-06-19 00:00:00.000000";"Hulk";1927
859;"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vulF0iqX5z7AW1pdZ572zwsMRMB.jpg";"2002-03-22 00:00:00.000000";"Blade II";36586
860;"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg";"1995-04-07 00:00:00.000000";"Bad Boys";9737
861;"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qizsVrFGEkfVZ3WvkJb1q95JFVf.jpg";"2001-07-24 00:00:00.000000";"Jason X";11470
862;"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/ceG9VzoRAVGwivFU403Wc3AHRys.jpg";"1981-06-12 00:00:00.000000";"Raiders of the Lost Ark";85
863;"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fLb2tiGqUfVKdqo3BK9r0DIg9UH.jpg";"2002-10-25 00:00:00.000000";"Ghost Ship";9645
864;"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/pdtzEreKvKAlqa2YEBaGwiA45V8.jpg";"1997-07-12 00:00:00.000000";"Princess Mononoke";128
865;"Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/p2YrGRvSef7tKZCgfiwqPKSNFB7.jpg";"2002-12-13 00:00:00.000000";"The Hot Chick";11852
866;"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/3DzePKMbLMIM636S6syCy3cLPqj.jpg";"2002-09-17 00:00:00.000000";"The Pianist";423
867;"New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/660DFxWpSfZ1d1PruZ6Nd9vKXNE.jpg";"1999-11-18 00:00:00.000000";"Sleepy Hollow";2668
868;"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg";"2000-06-22 00:00:00.000000";"Me, Myself & Irene";2123
869;"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg";"1979-08-15 00:00:00.000000";"Apocalypse Now";28
870;"The concert was recorded on February 26, 1995, at the “Houston Astrodome” and was televised live on Univision. The singer shared the concert with Tejano singer “Emilio Navaira” and performed to 66,994 people, which broke the previous attendance record held by Selena in the previous year. Selena's performance at the Astrodome became her final televised concert before she was shot and killed on March 31, 1995. The set list mostly included material from her ""Amor Prohibido"" (1994) album and a medley mashup of disco music songs. It was released on DVD on September 2, 2003 by Image Entertainment and Q-Productions, Inc.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xcjrAXQs6mMJljh1UzFVyLndoj6.jpg";"2001-03-27 00:00:00.000000";"Live: The Last Concert";251799
871;"A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/AoJTHXmO01EZgT0p1YTsGBEQxLj.jpg";"1988-06-17 00:00:00.000000";"Red Heat";9604
872;"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9050VGrYjYrEjpOvDZVAngLbg1f.jpg";"1999-07-14 00:00:00.000000";"The Blair Witch Project";2667
873;"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg";"1998-10-30 00:00:00.000000";"American History X";73
874;"One day, Nobita runs into a creature-like ball of wind, which came from a faraway land, but blew into their neighbourhood following the recent typhoon that went through the area. Nobita names it Fuuko. Eventually, he, Doraemon and their friends take it to a vast countryside through the Anywhere Door. There, they learn about the Wind and Storm Villages, and Fuuko’s real identity. Soon, Nobita and his friends have to protect Fuuko from the Storm Village and a now-possessed Nobuo, who is being controlled by the spirit of the Storm Village’s former leader.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/frCCqkLB5xwLNnQgi6wmlexVrVQ.jpg";"2003-03-08 00:00:00.000000";"Doraemon: Nobita and the Windmasters";98613
